Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
Treatment,High Value,193.056437650153,302.1948727290833,83.43624115614763,100.0,Yes
Treatment,Low Value,232.85045954469663,356.5101793591864,63.12905225652021,54.57664655369762,No
Control,High Value,200.23243375580856,243.25983665065544,100.0,100.0,Yes
Treatment,Medium Value,124.00763645073246,198.9767811020685,49.46739358093448,44.15071061932876,Yes
Treatment,High Value,207.6877465123029,330.1633733620821,70.24902619495936,100.0,No
Treatment,High Value,271.1121614,431.59536702048905,85.77139457763305,100.0,No
Control,Medium Value,193.3478934301588,235.13741861360305,69.31539180450844,74.83373881712197,No
Treatment,Low Value,184.93455240115884,290.97571351551744,61.98902330450132,71.77571716635964,No
Treatment,High Value,219.39468662578383,347.3607592496461,100.0,100.0,No
Control,Medium Value,253.0218589495224,296.53561933509474,63.10464205891192,71.56078346810405,No
Treatment,Low Value,150.73550529458885,231.1865799192539,57.866664796817126,52.77683917427476,Yes
Treatment,High Value,181.3186738924124,263.8982290446931,100.0,73.92144865,Yes
Control,High Value,104.41253147696476,130.80584970361764,100.0,100.0,Yes
Treatment,Medium Value,285.45131385491914,443.36239321973625,67.98235292113182,87.20594455155754,Yes
Control,High Value,243.17947048923395,287.2452482,87.48423294,73.71555026962801,No
Treatment,Medium Value,223.837458656092,345.0227171626224,57.283274178358575,70.93620564055522,No
Control,Medium Value,228.05818372662765,272.8896232889255,72.67905177563254,74.39970164877676,Yes
Treatment,Medium Value,237.3885411026693,364.5473568165797,62.38468660115976,65.99335233887807,Yes
Treatment,Medium Value,227.13246302073543,355.1419181735383,85.23170237,96.52660867,No
Control,Medium Value,231.0020021473703,270.5984312849014,49.665207827263565,56.57730748903444,No
Control,Medium Value,253.28751727919624,297.1352019165762,56.75905416381271,60.49445682414201,Yes
Control,Medium Value,287.9189415943699,346.9896933391551,59.39674705366145,45.18915768563631,Yes
Control,Medium Value,217.9133825225932,251.27831551872748,84.13064311,89.17751705446962,No
Treatment,Medium Value,136.65391510668732,197.60594722230223,73.69625527785121,85.97807288,Yes
Treatment,Medium Value,213.53853720724672,328.9031589,73.56954249168274,74.87363707249965,Yes
Treatment,Medium Value,261.58707601450953,394.2379186398385,78.06796758561417,89.64906508,Yes
Control,Medium Value,255.14666078992752,309.4746460145002,73.08160364577344,84.48814887335473,Yes
Treatment,Medium Value,197.38887047864927,305.98144620595684,56.947029943888126,73.08924308007123,No
Control,Medium Value,241.15161318732407,281.0532677885314,74.48738301586408,92.01147905302771,Yes
Control,Medium Value,95.82953781898776,106.1644674257754,63.25067684234669,69.33983702463576,No
Control,Medium Value,206.90306496864807,251.39892167644285,75.23412541,65.00707032858067,No
Control,Medium Value,259.69920027267585,303.5346709907254,87.41358023,81.97185914058277,No
Treatment,Low Value,161.8859261,243.01296042648173,43.99226661,56.41564809112763,Yes
Control,Medium Value,208.33251012674907,248.3517790708153,78.97788365939853,91.77698681010928,No
Control,High Value,143.04228527125065,167.0599385942679,99.53682908209927,100.0,No
Treatment,High Value,261.3040193605566,401.9748749576981,87.24476511389587,100.0,Yes
Treatment,Medium Value,323.4708114110739,499.81857221004736,54.44905787113577,59.200189915716166,No
Control,High Value,209.41232024680028,243.31177352471104,68.40876129,67.95671998089836,No
Treatment,Medium Value,272.9675926208473,433.5320511621172,69.51116605806534,68.39838379153562,No
Control,High Value,236.76758720385908,279.4718642,90.13699697850517,67.68680960893178,Yes
Treatment,High Value,203.84622026439388,316.89695559556594,83.17763981963991,98.32919649975712,Yes
Control,High Value,208.29367684006405,253.09245238259192,97.91063765800185,100.0,Yes
Treatment,Medium Value,207.4704635770524,321.2542724344879,85.79085608823479,87.28549085122539,No
Control,Low Value,138.2610479,159.90806642213064,47.55308646054679,51.88686612303734,No
Control,Low Value,242.2284544631817,301.9928466481407,55.62229234198749,58.267537933253976,Yes
Control,High Value,265.7188817,313.8343587445451,67.54401157501903,81.30664297382212,Yes
Control,Low Value,105.00102752438808,117.75267634780552,53.21044451130837,56.36442335876674,No
Treatment,Medium Value,168.8629487923872,275.632555,71.94669740055166,67.56935786065496,No
Control,Medium Value,189.2377194671845,208.9495026203813,75.66835843053154,88.01743134022337,Yes
Treatment,Low Value,170.0811182283729,270.50540675690735,60.60409922098567,55.88398395958622,Yes
Treatment,Low Value,226.92890084689805,347.06174259879987,58.54254571492001,55.06120282,Yes
Treatment,High Value,285.5418668608875,429.6042566037164,87.95250721063982,93.26606507315896,Yes
Treatment,Medium Value,218.43303314449537,333.7281868,64.66382965617991,54.477453888564185,No
Control,Medium Value,244.05005904548068,289.16451052342813,70.51022623,80.47648843074874,Yes
Control,High Value,242.0465761687267,283.2028959146911,70.24902619495936,78.72345702,Yes
Control,High Value,264.8706418420583,318.9211780890984,92.3747708381472,70.83328939583684,Yes
Treatment,Low Value,121.96120308147182,171.41027088766256,70.59733038082435,74.04265474,Yes
Control,Medium Value,187.55549163261776,225.07501762478464,64.19172732269985,69.12769311380849,Yes
Control,High Value,248.3778212020721,289.3260179115628,100.0,100.0,No
Control,High Value,133.9147241409846,151.43545500370288,100.0,100.0,Yes
Treatment,Medium Value,277.5400717071282,420.4872243041312,80.51290736277602,87.73209244665375,No
Treatment,Low Value,223.425100329668,347.84901946154304,50.86155205451723,61.42461455434302,No
Treatment,Medium Value,196.56591911072624,302.9199404349714,67.00227687563476,74.71264102390646,No
Control,High Value,155.9029722419381,182.0002426962704,81.16601545460213,85.37342909803122,Yes
Control,Low Value,137.9126123950473,161.24108800619194,60.49345760304343,64.84837019742055,No
Control,Medium Value,189.5130370401092,224.2996433218504,57.44091988784437,66.56413316737567,No
Treatment,Medium Value,178.3002956783901,263.5872081345635,56.37346404181877,67.14872204609577,Yes
Control,Medium Value,206.7837217106469,255.60768995225635,83.02035729715136,82.02835435058374,Yes
Treatment,High Value,236.3531754237067,362.7777379012989,83.55462737,99.63484567351136,Yes
Treatment,High Value,171.58134173177737,268.0067987814111,98.86382809402248,100.0,Yes
Treatment,Medium Value,169.49334031977082,259.7639965891361,79.17647949,73.92144865,Yes
Treatment,Low Value,263.70883448870603,410.2402504,55.81764006787003,51.651141102901526,No
Control,Low Value,159.56475261709014,184.47234018092888,64.40475307437184,76.0,No
Control,Medium Value,118.81434959396994,136.62222136232646,28.70552355187097,29.07842079,No
Treatment,High Value,251.153929819486,385.3361486379373,98.141933279448,100.0,No
Control,Low Value,161.7306376583696,205.74942350227656,58.77073038272993,59.27614904549296,No
Treatment,Medium Value,216.2709985497181,337.4079268365137,61.49685326050283,67.59882749672643,Yes
Treatment,Medium Value,147.89194172026637,217.3591111,67.76697553047784,53.21923390940758,Yes
Control,Low Value,209.5503058815553,248.18605658365792,66.18366439334748,55.26097812523153,Yes
Treatment,Medium Value,182.59750955112324,269.08107444698425,75.69710839592815,100.0,No
Treatment,Medium Value,320.5975943423163,496.8392909419954,63.12831403458069,75.89212022603833,Yes
Control,High Value,108.13184846363568,134.49425347274635,100.0,100.0,No
Treatment,High Value,148.4393377961682,228.33500723231435,88.12061899527579,90.73977424496844,Yes
Treatment,High Value,272.8546691368844,398.72054796998094,97.77817067,90.66932658576724,No
Control,Low Value,223.3620859440941,272.83260926880484,53.04377922303293,63.32377143097855,No
Control,Medium Value,220.2424773362002,259.4839352633728,68.05641167079513,84.59750518857385,No
Treatment,Medium Value,214.15228668562668,333.4586822035981,71.91748934116991,92.47599356737754,No
Control,High Value,231.5498407036636,273.20850906714657,88.70342925770768,86.43947298115987,No
Control,Medium Value,242.50181349392307,285.8851258,84.16900696466611,92.99596074799928,Yes
Control,Medium Value,271.0846804901099,328.7886559153084,80.64618843268565,91.81267130396868,Yes
Control,High Value,149.65995951974153,187.4626489,91.04417639807669,64.67497869346647,Yes
Treatment,High Value,271.65603597856887,425.21284387344144,89.20704984210388,100.0,No
Treatment,High Value,389.14999348327,589.7166668561299,99.46828497703126,100.0,Yes
Treatment,High Value,202.28234625099583,310.33873144099294,70.58701368829999,83.37011838007385,No
Control,Medium Value,222.1313638008304,250.1665684355096,74.45658170697085,83.79485032931363,No
Treatment,Medium Value,241.05435231596627,381.1280634852872,76.87317388190095,92.4917463963548,Yes
Treatment,High Value,162.03658314787307,255.9420490832088,86.48864453894022,89.97860575709086,Yes
Treatment,High Value,284.5714998589649,422.65046634008286,100.0,82.21745455,No
Control,High Value,206.4002226197661,252.6238553536896,100.0,100.0,Yes
Treatment,Medium Value,308.1506205120619,474.40545870726686,73.12327272992772,75.66864161778396,Yes
Control,Low Value,203.84622026439388,243.7668889196661,60.21798544415001,62.69754440423071,No
Control,Medium Value,197.76108773236328,244.35101737048925,68.76690547548928,76.23828029,No
Treatment,High Value,248.3909163154404,374.79548805204894,88.60406791710088,85.89056648908526,Yes
Treatment,High Value,258.1237570837566,406.9664621,100.0,100.0,Yes
Control,Medium Value,180.71721667253644,223.4909448932821,79.44160203,79.74706927,Yes
Treatment,Low Value,97.57300813042146,147.25320132234287,26.965371853236466,32.98168634397262,No
Treatment,High Value,244.9404926397974,372.6651310283479,94.28954065,100.0,Yes
Treatment,Medium Value,184.49182424606423,270.0253275197631,69.68474312693776,61.10970837380316,No
Control,High Value,287.0600057852285,346.4823694974953,85.83858926224178,77.62969237657518,Yes
Treatment,Medium Value,209.7391847953691,328.3969687285055,77.17760169722037,78.34384086961566,No
Treatment,High Value,251.38686900964345,394.5689782613397,94.80841917469664,100.0,No
Control,Low Value,209.7139397395345,239.4778805671564,58.77025292885146,52.39382062580061,No
Treatment,Medium Value,168.33988286260913,262.0918956240608,78.05083087091288,99.41544837594697,Yes
Control,Low Value,201.95060361706965,231.98815808412644,53.935619369058486,57.27425088880346,Yes
Treatment,Low Value,271.4089393160557,421.5515809283758,48.36763640158949,56.80448508132165,No
Control,Medium Value,167.0043053427945,195.4297411510463,69.09918415909368,81.36842509745509,Yes
Control,Low Value,182.7343615435028,213.61897991667448,55.20777014739333,47.44928314853406,No
Control,Low Value,139.55122894248885,169.45487856466713,45.27933468117947,43.254848474648426,Yes
Control,High Value,153.4265908916048,185.8990609489381,100.0,100.0,Yes
Control,Medium Value,202.2333958035868,233.40324685841097,69.65622457733483,73.92144865,No
Treatment,Medium Value,198.39067985557955,295.9154320804259,84.79046858658762,69.32205506070939,No
Control,Low Value,170.6742758838786,202.24350200249424,50.04957861019954,57.96942069273563,No
Treatment,Low Value,268.2972896778278,410.8257832991178,61.88527452216248,64.11335303586736,No
Treatment,Medium Value,208.5361565364102,337.4745651118426,78.33890132883813,83.89500651662658,Yes
Control,High Value,195.7341273765345,233.99340673042852,90.57354572681044,100.0,Yes
Control,High Value,331.4500024548548,407.1040004,70.91250509,66.67062668288044,No
Treatment,High Value,290.0296688744105,450.0763842484513,91.10712861349468,82.95021878,Yes
Control,Medium Value,164.38473319842163,193.4002128165409,78.18425091653543,74.83655723358449,Yes
Control,High Value,182.15474792583663,222.19434943353303,100.0,100.0,Yes
Control,Medium Value,218.59822834162435,262.4515898593024,71.00239622834157,65.16193188899769,Yes
Treatment,Low Value,311.8474872649051,491.4726973430468,64.15298812202042,70.49453893992522,Yes
Control,High Value,345.26135445547266,407.5244967016747,95.87933025701004,100.0,No
Control,Medium Value,260.4043136855654,299.85412828760457,69.76405454304786,83.08075924359268,Yes
Control,High Value,143.2568618851025,167.78916691616917,86.43146916156078,83.252385,No
Control,Medium Value,270.60956661520106,316.5962821038244,85.76596695252914,100.0,Yes
Control,High Value,322.6397956958012,378.1008787589731,83.52466225984497,93.32763087182042,Yes
Control,Low Value,241.60305836236165,283.81148415294643,46.46677129369104,42.82411301265778,No
Treatment,Low Value,195.3426811319592,295.3804434246096,44.419459086200064,53.252225348511246,No
Control,Medium Value,202.023778877992,233.65922882852308,76.58744770950894,81.46076667281932,Yes
Treatment,Medium Value,257.5132012825641,391.5843203493852,58.61759054060198,56.45147613,No
Control,Medium Value,174.80679493781497,200.8085977355965,73.33868931,71.03272973506743,No
Control,High Value,192.9093666,222.47104142051748,82.29560854958817,82.90143510700345,Yes
Treatment,High Value,210.6386612337196,319.59710997435747,95.6941031039986,100.0,No
Treatment,High Value,279.8443817900042,425.6204536346461,88.80215045121922,94.2792467160588,No
Control,Low Value,218.78803991173365,262.5021659753612,70.17683480376114,76.0,No
Treatment,Low Value,211.08113110285325,324.9703995099409,49.858518543838606,44.874867194025015,Yes
Control,Low Value,142.62557194971774,166.5023693462195,49.43489553673086,54.63611684782027,No
Treatment,Low Value,155.84610620407545,241.43567948385865,52.06814191094571,40.32203997067618,Yes
Control,Low Value,171.45873080028267,207.69445305454744,67.61376625434498,76.0,No
Treatment,Medium Value,229.14432905019845,369.13828369702327,74.05860748931336,74.53502629914729,Yes
Control,Medium Value,197.7668489820255,231.2564779413221,89.67987887180952,92.7097825445954,No
Treatment,Low Value,253.73154193365107,385.2636525583789,52.28705506,68.86847368584533,No
Treatment,Medium Value,237.6940643442736,365.66769662250033,70.46159745240156,76.76193357441063,Yes
Treatment,Medium Value,206.0973409803204,310.12376683646363,73.83358457172389,53.55736759,Yes
Control,Low Value,256.881425,298.65779937055976,56.15089614064099,57.64078215705395,No
Control,Low Value,137.5538204167946,166.43969697263935,50.82811676871236,47.15768998205749,No
Treatment,High Value,240.81057026333417,377.7671315884545,90.89865025965624,100.0,Yes
Treatment,High Value,278.7384532000621,407.7427492887078,100.0,100.0,No
Treatment,High Value,208.14439665114344,312.70001114606384,95.63933553972116,100.0,Yes
Control,Low Value,168.35160039610557,207.54238201220224,49.38031434133973,55.21233909862475,Yes
Treatment,Medium Value,238.4625411755679,371.8643595825787,73.15508753868171,74.35882981291624,Yes
Treatment,Low Value,146.54884817000308,219.20276908702945,66.55435302512602,76.0,No
Control,Low Value,258.8134576632014,313.24490680647324,68.69002080942985,73.57089992009892,Yes
Control,High Value,138.97967094816713,165.26459229316566,95.61426496564108,100.0,No
Treatment,High Value,298.8940447282507,453.5686576627089,100.0,100.0,Yes
Control,Low Value,163.0937938916373,195.07597182850563,59.02345559453312,70.03243171519348,Yes
Control,High Value,157.1429359134578,180.37805008683995,100.0,100.0,No
Control,Low Value,284.84514932319587,332.3488631295048,59.116622124561616,67.88031063,Yes
Treatment,Medium Value,130.75686912377176,189.10957011192167,72.72977741851626,80.15911556217304,Yes
Control,Medium Value,242.72803809706875,291.12978433603644,71.95930658052878,85.18910478748732,Yes
Control,Medium Value,217.0753594211611,257.8581816,74.05861843,73.93655704951176,Yes
Control,Low Value,221.64984532206188,266.3615210718251,50.87237461391561,48.44020488299847,Yes
Treatment,Low Value,170.754111663394,266.8731121500096,46.92283269233212,57.03460874356962,No
Treatment,Low Value,97.76641776478108,144.7393533599534,53.04387661107426,41.51797961877966,No
Control,Medium Value,195.0213021509575,230.2973603627439,58.00572340153288,51.381165326263954,Yes
Control,High Value,100.73326725541338,117.91457127062552,100.0,100.0,Yes
Treatment,Low Value,161.90440776117558,248.5650789616517,48.49681587216507,58.49307127251921,No
Control,High Value,184.5467145687425,232.42542403490333,100.0,100.0,No
Treatment,High Value,178.25923157835558,269.83852594248265,79.38528095356334,97.4990727,No
Control,High Value,277.41178133731535,330.85144141060306,83.01034372802627,87.50880634191161,Yes
Control,Low Value,218.6839885506908,253.3132871509231,57.53907996690212,57.85412335155176,No
Control,Low Value,247.19680347915192,285.93735842390936,67.43135166,76.0,Yes
Control,Medium Value,223.9555601420472,265.39497156332186,83.57387749624975,95.13710324010177,No
Control,Medium Value,188.23165514080776,232.6222429030805,79.65002312647779,74.81678829909353,No
Control,Medium Value,254.18879577624813,303.1170138043899,67.34452313,73.26080211192438,No
Control,High Value,214.7507044971416,264.59778553548614,95.33473953211784,100.0,No
Treatment,Medium Value,258.8296833072166,397.66332796275486,66.67067547414426,68.29984345299282,No
Treatment,High Value,297.5143064259788,453.94500096166297,100.0,100.0,Yes
Treatment,Low Value,201.56064615296688,313.3834789244679,68.22015354094286,75.62588199,Yes
Treatment,Low Value,278.6096334875614,426.4111415395394,63.20556604693111,61.28821152055289,Yes
Control,Low Value,288.5067662905218,344.0124902,54.012626449191615,50.81762568642712,Yes
Control,Medium Value,196.64912861051727,240.0854347443764,62.54907573721916,74.24634055164503,Yes
Control,High Value,289.09149170160373,345.4549745727239,88.1323416,100.0,Yes
Control,Medium Value,148.82381272497648,183.3406641495092,71.58852110495381,73.35115031292504,No
Treatment,High Value,301.6727963454189,473.3983795284232,59.51593937124284,90.18979144985552,Yes
Treatment,Medium Value,323.41274637689776,489.4660575234946,71.1573466,64.78423584118083,No
Treatment,Medium Value,160.0898593893248,243.63870829334647,94.44950764827956,100.0,Yes
Control,High Value,335.02955911483275,395.8891480655101,96.27884672124624,100.0,Yes
Control,Medium Value,261.9234438850732,315.05709275480547,67.41417503159784,63.79825010376448,No
Treatment,Medium Value,191.4027381559156,294.8244328542555,47.31422358515586,66.10602455672782,Yes
Control,Medium Value,132.3495959078673,142.6684419693483,29.77038412972547,20.15239644568503,Yes
Treatment,Low Value,131.78972842778927,204.7925100776409,43.97372490300118,54.06320788618126,No
Treatment,High Value,205.29979572791697,315.21837035738105,85.84140535,99.48382900021808,Yes
Control,Medium Value,297.86002495011985,355.8770857876503,81.76447749635177,76.27086078,No
Control,Medium Value,228.0947434,262.79229309412455,72.17045817223045,83.54545470039952,Yes
Treatment,High Value,302.02827774517743,457.9130467505907,100.0,100.0,No
Treatment,Low Value,202.9472691868544,315.9831519295774,61.14102616698295,76.0,No
Control,High Value,310.63658995843184,370.4550672,100.0,100.0,No
Treatment,Medium Value,195.2447891243252,298.32127799252294,80.24536856328567,66.76486263385388,No
Treatment,High Value,177.5290978891809,286.5506822839312,81.60118950344621,84.10403654932448,Yes
Treatment,Medium Value,214.0119044332588,322.5163182068228,67.05268083,81.86827139324662,No
Control,Low Value,257.3230265041829,305.7645774979081,54.90421401910552,54.22307385077383,Yes
Treatment,Low Value,269.4038369484196,408.0286459425049,61.53138951118339,76.0,No
Control,Medium Value,201.05133351678208,230.94574071429176,79.59086910781433,96.61925930922165,Yes
Treatment,Medium Value,178.62884097184383,276.4748449196952,69.19869947180602,73.92144865,No
Treatment,Low Value,139.00027064144982,220.9890346008452,70.24902619495936,59.91340767933824,No
Control,High Value,285.9167773543064,351.32898911196423,100.0,100.0,Yes
Control,Low Value,267.67535021355576,317.6221483,52.03404001852306,56.750324228356966,Yes
Treatment,Medium Value,319.3713587722591,494.3374087142387,94.68899501,99.36828894108824,Yes
Treatment,Low Value,262.5089196891725,400.9091944431297,51.95560446188953,50.347283510854304,No
Control,Low Value,187.8476679168791,226.0800926169673,59.19247985871231,68.13310731066369,No
Treatment,Low Value,245.83450980373988,384.0352928682215,58.54345039977575,60.60056832,No
Control,Low Value,202.48285280774616,246.63975539004588,52.30324703352639,46.22435145671047,No
Treatment,High Value,386.0083233895807,574.5364058,100.0,96.54437884278364,Yes
Control,Low Value,242.1202946137708,282.2473573485578,57.000105944072885,56.38104405940388,No
Treatment,Low Value,179.7875183,280.8579359198428,53.70976822636269,48.03959806770747,Yes
Control,High Value,228.24256133432613,273.62564961931434,100.0,100.0,No
Treatment,High Value,244.7304174681344,366.1508556109724,77.23244293211498,65.57025337,Yes
Control,Medium Value,288.6968392717472,350.93833223232554,68.09379426709788,67.55628607371243,No
Treatment,Medium Value,222.7356034335328,337.9012069977692,64.63096502,56.933884761850415,No
Treatment,High Value,380.1004017094276,579.6247740817752,73.24060381,93.32764246918572,Yes
Treatment,High Value,323.6112612016539,501.08875046718185,89.35544902839327,100.0,Yes
Control,Low Value,116.67002057045278,131.90515463880328,55.68939413725231,54.407873841373934,Yes
Control,Medium Value,342.37745210008484,409.307762798021,75.35684173040968,89.81466737,Yes
Control,Low Value,269.40456548244185,320.4870946679042,66.84340437046812,60.205665817663046,Yes
Control,Low Value,226.9612871552949,258.6858480976659,57.5475056,71.70244019767703,Yes
Treatment,Medium Value,181.94177377215007,288.67598474794266,76.23889717,62.02919875731199,No
Treatment,High Value,155.5620893810492,244.2880621829928,91.35571583397484,100.0,Yes
Treatment,Medium Value,243.21374604058784,365.00057051881697,89.11096069970819,73.68972794291446,No
Control,Medium Value,234.33616160468168,266.89095144542995,65.20116758355546,59.99500710946046,Yes
Control,High Value,253.95979679688767,296.8636789969524,97.48670876535256,100.0,No
Treatment,Low Value,185.4761924100445,298.2976097473708,44.21816257438699,42.17775423814192,No
Treatment,Low Value,141.50084006806807,220.3101217263469,56.086313272506224,66.43906523115594,Yes
Control,Low Value,160.6651738399906,188.5041193647299,76.0,76.0,Yes
Control,Low Value,100.22385070038372,110.91026761065255,61.59058019555447,75.50345757485178,Yes
Control,Medium Value,122.20654171335909,148.37621215532326,31.236478065351623,28.6914221968132,No
Control,Medium Value,297.63502564348744,352.7085542791016,79.84545393813853,91.34588799066708,No
Treatment,Medium Value,235.24448391802824,351.5233221117275,62.54485580068981,61.88626599150688,Yes
Treatment,High Value,294.8253904439111,460.2836276433834,92.14131280592284,100.0,No
Treatment,Medium Value,209.6738050233372,329.6496143368621,61.52763445446298,60.05132113883717,No
Control,High Value,212.6231578557317,240.793308933278,93.15011294355112,98.28984896926734,Yes
Control,Medium Value,199.66558853449112,239.53810594971125,72.83765924242248,68.28927102426957,Yes
Treatment,High Value,268.85097566008363,405.80753710779794,100.0,100.0,No
Treatment,High Value,179.19059070552433,271.42895184348816,86.77935932273523,100.0,Yes
Treatment,High Value,380.4529278229876,587.4383878415844,82.97648222228818,76.14567649997134,No
Control,Low Value,164.15278725409004,189.86978118176685,44.22696326618362,53.01810979749063,Yes
Treatment,Low Value,136.08169925155275,203.70494873526388,50.24234920042676,60.129626625706464,No
Control,Medium Value,168.89444422213825,199.0297409962683,77.28666432,82.25813581,No
Control,Medium Value,184.90106585885675,221.2952352297475,65.30752018585974,64.28584423121335,No
Control,Low Value,225.36127976772792,272.6566819148836,48.84871992672953,46.4466131199512,Yes
Control,High Value,287.0960735492979,341.8343025795592,94.00195202775367,100.0,Yes
Control,High Value,261.2518532557751,301.1438432380802,91.534634,96.77550213464104,No
Control,Medium Value,263.9722801077573,308.14637267175044,75.17924585238092,81.56893808058841,No
Control,High Value,172.17323779844878,190.06618931955705,99.29871818429535,100.0,No
Control,Low Value,154.4045171481986,193.4205967958981,45.86937871671029,39.00284083118624,Yes
Treatment,High Value,316.7754751018985,485.78244838303465,97.36343259912128,100.0,Yes
Treatment,Medium Value,196.20613052115365,311.2327946075014,74.57631695849417,86.32566740665051,No
Treatment,Low Value,156.8994049244755,234.0381910253847,50.2789282178798,56.56794682351157,Yes
Control,High Value,218.68720505986312,243.35649330540787,76.36153627509945,90.49228375508964,Yes
Control,Medium Value,166.8601341476908,188.05324039691067,98.64459089604914,100.0,No
Treatment,Low Value,280.9477858196968,437.2307374550548,49.02802396230456,47.60853460177567,No
Control,Medium Value,215.9607650893143,245.2413262426519,68.88174305151824,60.7675328217812,No
Treatment,Low Value,287.1834664741471,442.5986524486022,62.36960364704166,76.0,No
Treatment,High Value,274.60546174485904,434.7601069188759,88.71993726792533,100.0,No
Control,Medium Value,214.18239060631385,246.1190147805149,72.14352319380833,80.76011397082344,No
Control,Medium Value,281.6505817388662,330.4222911067548,68.850574,83.21133184247583,No
Treatment,Medium Value,240.8128908142297,379.879243735364,85.96659437203363,85.33849048473326,No
Treatment,High Value,254.213492,377.2236173366032,100.0,100.0,Yes
Control,Medium Value,301.21920421799075,369.6511696836092,26.72390389570993,65.31244037383632,No
Treatment,High Value,198.14401323450056,305.9970442770505,100.0,100.0,Yes
Control,Low Value,231.44330006094864,281.0991071373056,51.66950614449868,50.25086603520285,No
Control,Low Value,149.58059827023345,186.4776570725269,47.24511791978467,52.82376807139081,No
Treatment,Medium Value,237.92762415378772,370.4984188801183,85.99366969911547,80.74505011,Yes
Control,Low Value,216.91146011412843,261.63084773641043,64.07219774311474,62.93849896156897,No
Treatment,Medium Value,317.4667239,495.967799637984,56.65211224394491,56.49393496085395,No
Control,High Value,318.4357949607208,388.5303185,100.0,100.0,No
Treatment,Low Value,227.3301312798185,349.1632577,55.90939502,75.39290135,No
Treatment,High Value,238.16114381692103,361.2350846767711,86.98041194309099,100.0,Yes
Treatment,Low Value,223.3773371097229,335.01764817074184,54.84346556771576,46.05513209643772,Yes
Control,High Value,177.0321201969848,225.8941771366385,84.87240709794627,91.53363689,No
Control,Low Value,198.7029365213333,240.8503867897444,60.57042468714843,56.16807212067751,No
Control,High Value,245.4856674220623,294.50485740115545,86.58271516349485,100.0,Yes
Treatment,Medium Value,210.69592997811537,317.6388606,77.02405009514959,70.47268732508763,No
Control,Medium Value,263.4822505658032,307.71585640150613,74.16731329616422,78.71754784,Yes
Control,Low Value,323.8455439049196,388.97879031786977,58.131499863416856,55.03592044951999,Yes
Control,High Value,199.2849765310488,227.3444359402612,100.0,100.0,No
Treatment,Low Value,181.04796902308604,286.50846990177445,55.68244743053049,62.32631556289621,Yes
Treatment,Medium Value,115.36783558354844,171.24701401829668,99.63638548133868,99.76431867892288,No
Treatment,Low Value,238.8155127833184,373.5820314695744,54.11568946651859,58.44801578920679,Yes
Control,High Value,295.92943939398856,354.1226797294496,97.2606897158844,91.61830028399284,No
Control,Medium Value,337.9504130909017,397.92393067418215,58.63687739642839,78.77413184,No
Treatment,Medium Value,194.42154189707347,294.6034159318588,70.68659955511667,69.28552616949472,Yes
Treatment,Low Value,196.151355951675,312.40529752261654,53.74545027573829,62.37112159407144,Yes
Treatment,High Value,254.69330085200824,392.0474425483961,88.91125994221635,100.0,No
Treatment,Medium Value,260.0821102673146,403.1332976314744,62.81472184233368,62.25512244145656,Yes
Control,High Value,265.8626001864168,318.9291662149107,94.72140641467374,92.65588673282832,No
Treatment,High Value,240.00233770731748,361.5138915510023,98.80307269653063,73.92144865,No
Control,High Value,222.8822334293343,256.87965745871463,100.0,100.0,Yes
Control,High Value,365.6288199717591,440.98186047631424,79.98987509439276,94.90330272812808,No
Treatment,High Value,182.4829870584376,273.7750381432435,56.151257112130295,68.45276334654145,No
Control,Low Value,230.75396332074612,268.5256534500537,67.81044531645796,76.0,Yes
Treatment,Low Value,204.35017591119475,318.86432527701464,55.08461310835679,59.88656877,Yes
Control,Low Value,202.63324621392823,236.0158026323358,65.27421561014664,67.59193223781904,Yes
Treatment,Medium Value,81.42845116182022,117.56232415475932,99.06672740993204,30.24090866638321,No
Treatment,Medium Value,250.86802171407643,388.37315840755343,65.03407049,87.49148768770664,Yes
Treatment,High Value,209.08294302494303,316.0370638,88.27419513111663,100.0,No
Treatment,Medium Value,270.92162955114753,408.9747006582764,89.79926638,93.59306491,Yes
Treatment,Medium Value,266.1203107193968,425.5601001138388,58.33545180844211,94.51191463226678,Yes
Control,Medium Value,169.11109195634307,190.06817420884207,68.88114397104583,60.48487917,No
Treatment,Low Value,161.3656090654069,256.3272962310978,58.29162496810763,69.07987649289844,No
Control,High Value,285.28074255502656,332.56094702511143,65.88826517868807,84.44831286406833,No
Treatment,High Value,180.7005135733504,281.4658427,84.09813663,70.64156419109311,Yes
Control,Medium Value,248.67948213920417,294.1057160412722,62.34643055602688,72.90840631,No
Treatment,Medium Value,186.21125545069785,289.02906112896176,75.47669727623605,85.32093901553567,Yes
Control,Low Value,144.48628429901626,160.8161487867019,55.93692582017229,69.96055661019335,No
Control,High Value,227.6366414033244,272.30456483851884,98.50057747920268,100.0,Yes
Control,High Value,200.11960319091088,237.07094602919523,100.0,100.0,No
Control,Medium Value,202.87073602571743,235.42886276269203,80.25009555710825,91.27421689870484,No
Treatment,High Value,203.84622026439388,316.89695559556594,67.33837827,72.97288754988257,No
Treatment,High Value,187.10208306743888,302.5828205260539,86.26693116,85.41144244831538,Yes
Control,Low Value,200.5387722128972,232.0054792066396,49.80799225635008,62.84625618703629,Yes
